version,request,action,address,name,via,count,values,pcs
2.71,CW0700,read,0x003,STATUS,direct,77,0x04 0x18 0x19 0x1B 0x1F 0x38 0x3B 0x3C 0x3D 0x3F,0x0005 0x0017 0x0018 0x0196 0x01E3 0x01E6 0x01E8 0x01EB 0x01ED 0x01EF 0x01F1 0x01F2 0x01F7 0x01F8 0x01FC 0x026D 0x026F 0x027A 0x027D 0x027F 0x028A 0x028E 0x0290 0x0292 0x0294 0x0FD5 0x117B
2.71,CW0700,read,0x004,FSR,direct,1,0xA8,0x000B
2.71,CW0700,read,0x007,PORTC,direct,11,0x04 0x24,0x01E9 0x01F0 0x027B 0x028B
2.71,CW0700,read,0x008,PORTD,direct,25,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x01E1 0x01F3 0x01F4 0x01F6
2.71,CW0700,read,0x00A,PCLATH,direct,13,0x00 0x03 0x0B 0x13 0x1B,0x0008 0x0042 0x0043 0x019B 0x019C 0x0FD7 0x0FD9 0x0FDB 0x0FDD 0x1176 0x1177 0x1179 0x117A
2.71,CW0700,read,0x00B,INTCON,direct,6,0x14 0x54 0x94 0xD4,0x0019 0x001B 0x01DC 0x01DD 0x01DE 0x01FD
2.71,CW0700,read,0x00C,PIR1,direct,3,0x5B,0x0021 0x0027 0x019A
2.71,CW0700,read,0x020,RAM_0x020,direct,1,0x03,0x0035
2.71,CW0700,read,0x021,RAM_0x021,direct,1,0x91,0x0037
2.71,CW0700,read,0x022,RAM_0x022,direct,1,0xA8,0x0029
2.71,CW0700,read,0x023,RAM_0x023,direct,1,0x00,0x002B
2.71,CW0700,read,0x024,RAM_0x024,direct,1,0x00,0x002D
2.71,CW0700,read,0x025,RAM_0x025,direct,1,0x24,0x002F
2.71,CW0700,read,0x026,RAM_0x026,direct,1,0x00,0x0031
2.71,CW0700,read,0x027,RAM_0x027,direct,1,0x00,0x0033
2.71,CW0700,read,0x02D,RAM_0x02D,direct,1,0x07,0x028D
2.71,CW0700,read,0x031,RAM_0x031,direct,1,0xD2,0x018B
2.71,CW0700,read,0x038,RAM_0x038,direct,1,0x00,0x0195
2.71,CW0700,read,0x04C,RAM_0x04C,direct,1,0x00,0x018F
2.71,CW0700,read,0x056,RAM_0x056,direct,9,0x80,0x01EA 0x0FDA
2.71,CW0700,read,0x06F,RAM_0x06F,direct,1,0x00,0x0FD3
2.71,CW0700,read,0x077,RAM_0x077,direct,1,0x00,0x000D
2.71,CW0700,read,0x078,RAM_0x078,direct,1,0x00,0x000F
2.71,CW0700,read,0x079,RAM_0x079,direct,1,0x24,0x0011
2.71,CW0700,read,0x07A,RAM_0x07A,direct,1,0x00,0x0013
2.71,CW0700,read,0x07B,RAM_0x07B,direct,1,0x00,0x0015
2.71,CW0700,read,0x07F,RAM_0x07F,direct,2,0x0C 0xC0,0x0039 0x003A
2.71,CW0700,read,0x08C,PIE1,indirect,2,0x22,0x001F 0x0025
2.71,CW0700,read,0x0D3,RAM_0x0D3,direct,2,0x00,0x026E 0x027E
2.71,CW0700,read,0x0D4,RAM_0x0D4,direct,25,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01E5 0x01EC 0x01F9
2.71,CW0700,write,0x003,STATUS,direct,57,0x00 0x04 0x18 0x19 0x1B 0x1C 0x1D 0x1F 0x38 0x39 0x3B 0x3F,0x0006 0x0017 0x0018 0x0038 0x01E3 0x01E8 0x01EB 0x01EF 0x01F1 0x01F2 0x01F7 0x01F8 0x01FC 0x026D 0x027A 0x027D 0x028A 0x028E 0x0290 0x0292 0x0294 0x117B
2.71,CW0700,write,0x004,FSR,direct,3,0x8C 0xA8,0x001E 0x0024 0x002A
2.71,CW0700,write,0x007,PORTC,direct,11,0x04 0x24,0x01E9 0x01F0 0x027B 0x028B
2.71,CW0700,write,0x008,PORTD,direct,25,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x01E1 0x01F3 0x01F4 0x01F6
2.71,CW0700,write,0x00A,PCLATH,direct,14,0x00 0x03 0x0B 0x13 0x1B,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x0FD7 0x0FD9 0x0FDB 0x0FDD 0x1176 0x1177 0x1179 0x117A
2.71,CW0700,write,0x00B,INTCON,direct,3,0x14 0x94 0xD4,0x01DC 0x01DD 0x01FD
2.71,CW0700,write,0x00C,PIR1,direct,1,0x59,0x019A
2.71,CW0700,write,0x020,RAM_0x020,direct,1,0x03,0x0009
2.71,CW0700,write,0x021,RAM_0x021,direct,1,0x91,0x0007
2.71,CW0700,write,0x022,RAM_0x022,direct,1,0xA8,0x000C
2.71,CW0700,write,0x023,RAM_0x023,direct,1,0x00,0x000E
2.71,CW0700,write,0x024,RAM_0x024,direct,1,0x00,0x0010
2.71,CW0700,write,0x025,RAM_0x025,direct,1,0x24,0x0012
2.71,CW0700,write,0x026,RAM_0x026,direct,1,0x00,0x0014
2.71,CW0700,write,0x027,RAM_0x027,direct,1,0x00,0x0016
2.71,CW0700,write,0x02D,RAM_0x02D,direct,1,0x07,0x028D
2.71,CW0700,write,0x031,RAM_0x031,direct,1,0xD3,0x018B
2.71,CW0700,write,0x038,RAM_0x038,direct,1,0x00,0x0195
2.71,CW0700,write,0x056,RAM_0x056,direct,1,0x80,0x0FDA
2.71,CW0700,write,0x077,RAM_0x077,direct,1,0x00,0x002C
2.71,CW0700,write,0x078,RAM_0x078,direct,1,0x00,0x002E
2.71,CW0700,write,0x079,RAM_0x079,direct,1,0x24,0x0030
2.71,CW0700,write,0x07A,RAM_0x07A,direct,1,0x00,0x0032
2.71,CW0700,write,0x07B,RAM_0x07B,direct,1,0x00,0x0034
2.71,CW0700,write,0x07F,RAM_0x07F,direct,2,0x0C 0xC0,0x0004 0x0039
2.71,CW0700,write,0x0D3,RAM_0x0D3,direct,4,0x00,0x026E 0x027E 0x028F 0x0293
2.71,CW0700,write,0x0D4,RAM_0x0D4,direct,18,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01E4 0x01E5 0x01F9
2.71,CW0832,read,0x003,STATUS,direct,3,0x1A 0x3A,0x117D 0x117F 0x1181
2.71,CW0832,read,0x0CB,RAM_0x0CB,direct,1,0x32,0x117E
2.71,CW0832,write,0x003,STATUS,direct,3,0x1A 0x3A,0x117D 0x117F 0x1181
2.71,CW0832,write,0x029,RAM_0x029,direct,1,0x32,0x1180
2.71,CW0940,read,0x003,STATUS,direct,100,0x04 0x18 0x1A 0x1B 0x1C 0x1E 0x38 0x3A 0x3B 0x3C 0x3E 0x3F,0x0005 0x0017 0x0018 0x0196 0x03BA 0x03C0 0x03C4 0x03CE 0x04A6 0x04A8 0x04AB 0x04AF 0x04B6 0x04BA 0x04BE 0x04C2 0x04C8 0x051D 0x0525 0x0528 0x052E 0x0534 0x0536 0x053D 0x053F 0x0543 0x0544 0x1183 0x118F 0x1193 0x119C 0x119F
2.71,CW0940,read,0x004,FSR,direct,3,0xA8,0x000B
2.71,CW0940,read,0x008,PORTD,direct,2,0x04,0x04CA 0x04EC
2.71,CW0940,read,0x00A,PCLATH,direct,19,0x00 0x03 0x13,0x0008 0x0042 0x0043 0x019B 0x019C 0x118E 0x1191 0x119B 0x119E
2.71,CW0940,read,0x00B,INTCON,direct,6,0x54,0x0019 0x001B
2.71,CW0940,read,0x00C,PIR1,direct,9,0x5B,0x0021 0x0027 0x019A
2.71,CW0940,read,0x020,RAM_0x020,direct,3,0x03 0x13,0x0035
2.71,CW0940,read,0x021,RAM_0x021,direct,3,0x83 0xB3 0xC3,0x0037
2.71,CW0940,read,0x022,RAM_0x022,direct,3,0xA8,0x0029
2.71,CW0940,read,0x023,RAM_0x023,direct,3,0x00 0x01,0x002B
2.71,CW0940,read,0x024,RAM_0x024,direct,3,0x00 0x09 0x40,0x002D
2.71,CW0940,read,0x025,RAM_0x025,direct,3,0x00 0xC0,0x002F
2.71,CW0940,read,0x026,RAM_0x026,direct,3,0x00,0x0031
2.71,CW0940,read,0x027,RAM_0x027,direct,3,0x00,0x0033
2.71,CW0940,read,0x031,RAM_0x031,direct,3,0xD2 0xD3 0xD4,0x018B
2.71,CW0940,read,0x033,RAM_0x033,direct,1,0x57,0x0535
2.71,CW0940,read,0x038,RAM_0x038,direct,3,0x00,0x0195
2.71,CW0940,read,0x04C,RAM_0x04C,direct,3,0x00,0x018F
2.71,CW0940,read,0x050,RAM_0x050,direct,1,0x00,0x0504
2.71,CW0940,read,0x077,RAM_0x077,direct,53,0x00 0x01 0x03 0x06 0x0C 0x18,0x000D 0x03C3 0x03C9 0x04B2 0x04B9 0x04BD
2.71,CW0940,read,0x078,RAM_0x078,direct,37,0x00 0x01 0x02 0x04 0x08 0x09 0x10 0x12 0x20 0x22 0x24 0x40 0x44 0x48 0x88 0x91,0x000F 0x03CB 0x04C3 0x052A 0x1195
2.71,CW0940,read,0x079,RAM_0x079,direct,37,0x00 0x01 0x02 0x04 0x06 0x09 0x0C 0x12 0x18 0x24 0x30 0x60 0x80 0xC0,0x0011 0x03CA 0x04C4 0x0527 0x1192
2.71,CW0940,read,0x07A,RAM_0x07A,direct,53,0x00,0x0013 0x03C7 0x03C8 0x04B3 0x04B5 0x04C1
2.71,CW0940,read,0x07B,RAM_0x07B,direct,3,0x00,0x0015
2.71,CW0940,read,0x07F,RAM_0x07F,direct,6,0x00 0x9E 0xE9,0x0039 0x003A
2.71,CW0940,read,0x08C,PIE1,indirect,6,0x22,0x001F 0x0025
2.71,CW0940,read,0x0CB,RAM_0x0CB,direct,1,0x40,0x1185
2.71,CW0940,read,0x0CC,RAM_0x0CC,direct,1,0x40,0x1189
2.71,CW0940,read,0x0CD,RAM_0x0CD,direct,1,0x00,0x1187
2.71,CW0940,read,0x0CE,RAM_0x0CE,direct,1,0x00,0x1199
2.71,CW0940,read,0x0CF,RAM_0x0CF,direct,1,0x06,0x1197
2.71,CW0940,read,0x0D2,RAM_0x0D2,direct,3,0x00 0x40,0x0520 0x0533 0x053E
2.71,CW0940,read,0x0D3,RAM_0x0D3,direct,2,0x00 0x06,0x051E 0x052C
2.71,CW0940,read,0x0D4,RAM_0x0D4,direct,16,0x00,0x04B0
2.71,CW0940,read,0x0D5,RAM_0x0D5,direct,16,0x00 0x06 0x0C 0x18 0x30 0x60 0x80 0xC0,0x04B1
2.71,CW0940,read,0x0D6,RAM_0x0D6,direct,34,0x00 0x01 0x02 0x04 0x08 0x10 0x18 0x20 0x40,0x03BF 0x04AA 0x04B8 0x04BC
2.71,CW0940,read,0x0D7,RAM_0x0D7,direct,34,0x00 0x10 0x20 0x22 0x40 0x44 0x80 0x88 0x91,0x03BE 0x04A7 0x04B4 0x04C0
2.71,CW0940,read,0x0D8,RAM_0x0D8,direct,17,0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x18,0x03C2 0x04C5
2.71,CW0940,read,0x0D9,RAM_0x0D9,direct,1,0x00,0x03C6
2.71,CW0940,read,0x0DA,RAM_0x0DA,direct,16,0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10,0x03CC
2.71,CW0940,write,0x003,STATUS,direct,46,0x00 0x04 0x18 0x1B 0x1C 0x1E 0x38 0x3A 0x3B 0x3C 0x3E 0x3F,0x0006 0x0017 0x0018 0x0038 0x03BA 0x03CE 0x04A6 0x04AF 0x04C2 0x04C8 0x051D 0x0525 0x0528 0x0534 0x053D 0x053F 0x0543 0x0544 0x1183 0x118F 0x1193 0x119C 0x119F
2.71,CW0940,write,0x004,FSR,direct,9,0x8C 0xA8,0x001E 0x0024 0x002A
2.71,CW0940,write,0x00A,PCLATH,direct,22,0x00 0x03 0x13,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x118E 0x1191 0x119B 0x119E
2.71,CW0940,write,0x00C,PIR1,direct,3,0x59,0x019A
2.71,CW0940,write,0x020,RAM_0x020,direct,3,0x03 0x13,0x0009
2.71,CW0940,write,0x021,RAM_0x021,direct,3,0x83 0xB3 0xC3,0x0007
2.71,CW0940,write,0x022,RAM_0x022,direct,3,0xA8,0x000C
2.71,CW0940,write,0x023,RAM_0x023,direct,3,0x00 0x01,0x000E
2.71,CW0940,write,0x024,RAM_0x024,direct,3,0x00 0x09 0x40,0x0010
2.71,CW0940,write,0x025,RAM_0x025,direct,3,0x00 0xC0,0x0012
2.71,CW0940,write,0x026,RAM_0x026,direct,3,0x00,0x0014
2.71,CW0940,write,0x027,RAM_0x027,direct,3,0x00,0x0016
2.71,CW0940,write,0x031,RAM_0x031,direct,3,0xD3 0xD4 0xD5,0x018B
2.71,CW0940,write,0x033,RAM_0x033,direct,1,0x40,0x0540
2.71,CW0940,write,0x038,RAM_0x038,direct,3,0x00,0x0195
2.71,CW0940,write,0x03C,RAM_0x03C,direct,1,0xFF,0x0542
2.71,CW0940,write,0x077,RAM_0x077,direct,39,0x00 0x01 0x03 0x06 0x0C 0x18,0x002C 0x03BC 0x03C3 0x03C9 0x04A4 0x04B2 0x04BD
2.71,CW0940,write,0x078,RAM_0x078,direct,36,0x00 0x01 0x02 0x04 0x08 0x09 0x10 0x12 0x20 0x22 0x24 0x40 0x44 0x48 0x88 0x91,0x002E 0x03CB 0x04A2 0x04C3
2.71,CW0940,write,0x079,RAM_0x079,direct,36,0x00 0x01 0x02 0x04 0x06 0x09 0x0C 0x12 0x18 0x30 0x60 0x80 0xC0,0x0030 0x03CA 0x04A3 0x04C4
2.71,CW0940,write,0x07A,RAM_0x07A,direct,39,0x00,0x0032 0x03BD 0x03C7 0x03C8 0x04A5 0x04B3 0x04C1
2.71,CW0940,write,0x07B,RAM_0x07B,direct,3,0x00,0x0034
2.71,CW0940,write,0x07F,RAM_0x07F,direct,6,0x00 0x9E 0xE9,0x0004 0x0039
2.71,CW0940,write,0x0CC,RAM_0x0CC,direct,1,0x40,0x1186
2.71,CW0940,write,0x0CD,RAM_0x0CD,direct,1,0x00,0x1184
2.71,CW0940,write,0x0CE,RAM_0x0CE,direct,1,0x00,0x1196
2.71,CW0940,write,0x0CF,RAM_0x0CF,direct,1,0x06,0x1194
2.71,CW0940,write,0x0D2,RAM_0x0D2,direct,2,0x00 0x40,0x052B 0x119A
2.71,CW0940,write,0x0D3,RAM_0x0D3,direct,2,0x00 0x06,0x0529 0x1198
2.71,CW0940,write,0x0D4,RAM_0x0D4,direct,17,0x00,0x04B0 0x0521
2.71,CW0940,write,0x0D5,RAM_0x0D5,direct,17,0x00 0x06 0x0C 0x18 0x30 0x60 0x80 0xC0,0x04B1 0x051F
2.71,CW0940,write,0x0D6,RAM_0x0D6,direct,18,0x00 0x01 0x02 0x04 0x08 0x10 0x18 0x20 0x40 0x80,0x03BF 0x0524 0x118A
2.71,CW0940,write,0x0D7,RAM_0x0D7,direct,18,0x00 0x10 0x20 0x22 0x40 0x44 0x48 0x80 0x88 0x91,0x03BE 0x0522 0x1188
2.71,CW0940,write,0x0D8,RAM_0x0D8,direct,18,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x18,0x04AE 0x04C5 0x118D
2.71,CW0940,write,0x0D9,RAM_0x0D9,direct,1,0x00,0x118B
2.71,CW0940,write,0x0DA,RAM_0x0DA,direct,17,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10,0x03BB 0x03CC
2.71,CW0A00,read,0x003,STATUS,direct,8622,0x04 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F,0x0005 0x0017 0x0018 0x0196 0x01A7 0x01AC 0x01B3 0x01E3 0x01E6 0x01E8 0x01EB 0x01ED 0x01EF 0x01F1 0x01F2 0x01F7 0x01F8 0x01FC 0x0785 0x0787 0x078E 0x079C 0x07B5 0x07DB 0x07DD 0x07EB 0x0F99 0x0F9B 0x0F9D 0x0F9F 0x0FA1 0x0FA3 0x0FA5 0x0FA7 0x0FA9 0x0FAB 0x0FAE 0x0FB0 0x0FB4 0x0FB5 0x0FB7 0x1096 0x109A
2.71,CW0A00,read,0x004,FSR,direct,192,0xA8,0x000B
2.71,CW0A00,read,0x007,PORTC,direct,4450,0x04 0x20 0x24,0x01A9 0x01AF 0x01B0 0x01E9 0x01F0
2.71,CW0A00,read,0x008,PORTD,direct,1690,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x01A5 0x01B2 0x01E1 0x01F3 0x01F4 0x01F6
2.71,CW0A00,read,0x00A,PCLATH,direct,1705,0x00 0x03 0x0B 0x13,0x0008 0x0042 0x0043 0x019B 0x019C 0x07EC 0x07ED 0x08C6 0x08C8 0x1092 0x1094 0x1098 0x1099
2.71,CW0A00,read,0x00B,INTCON,direct,1131,0x14 0x54 0x94 0xD4,0x0019 0x001B 0x01A0 0x01A1 0x01A2 0x01B7 0x01DC 0x01DD 0x01DE 0x01FD
2.71,CW0A00,read,0x00C,PIR1,direct,762,0x59 0x5B,0x0021 0x0027 0x019A 0x0800
2.71,CW0A00,read,0x020,RAM_0x020,direct,192,0x03 0x0B,0x0035
2.71,CW0A00,read,0x021,RAM_0x021,direct,192,0x81 0x91 0xB1 0xB3 0xC1 0xC3 0xD3 0xF1 0xF3,0x0037
2.71,CW0A00,read,0x022,RAM_0x022,direct,192,0xA8,0x0029
2.71,CW0A00,read,0x023,RAM_0x023,direct,192,0x00,0x002B
2.71,CW0A00,read,0x024,RAM_0x024,direct,192,0x00,0x002D
2.71,CW0A00,read,0x025,RAM_0x025,direct,192,0x24,0x002F
2.71,CW0A00,read,0x026,RAM_0x026,direct,192,0x00,0x0031
2.71,CW0A00,read,0x027,RAM_0x027,direct,192,0x00,0x0033
2.71,CW0A00,read,0x02D,RAM_0x02D,direct,372,0x07,0x07A1 0x07A5
2.71,CW0A00,read,0x030,RAM_0x030,direct,186,0x00,0x07A9
2.71,CW0A00,read,0x031,RAM_0x031,direct,192,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE 0xFF,0x018B
2.71,CW0A00,read,0x032,RAM_0x032,direct,1,0x03,0x018D
2.71,CW0A00,read,0x038,RAM_0x038,direct,192,0x00,0x0195
2.71,CW0A00,read,0x043,RAM_0x043,direct,186,0x21,0x07B2
2.71,CW0A00,read,0x048,RAM_0x048,direct,2037,0x00,0x01AA 0x0784 0x07BF 0x07DA
2.71,CW0A00,read,0x049,RAM_0x049,direct,558,0x00,0x078A 0x07C0 0x07D5
2.71,CW0A00,read,0x04A,RAM_0x04A,direct,187,0x00,0x0F9C 0x0FAF
2.71,CW0A00,read,0x04B,RAM_0x04B,direct,187,0x00,0x0FA0 0x0FA6
2.71,CW0A00,read,0x04C,RAM_0x04C,direct,564,0x00,0x018F 0x078B 0x07D0
2.71,CW0A00,read,0x04F,RAM_0x04F,direct,186,0x00,0x079B
2.71,CW0A00,read,0x050,RAM_0x050,direct,372,0x00,0x0790 0x07AD
2.71,CW0A00,read,0x051,RAM_0x051,direct,186,0x00,0x08C4
2.71,CW0A00,read,0x056,RAM_0x056,direct,195,0x80 0xA0,0x01EA 0x026A 0x07CD
2.71,CW0A00,read,0x073,RAM_0x073,direct,186,0x00,0x07BE
2.71,CW0A00,read,0x074,RAM_0x074,direct,4625,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01A6 0x01AB 0x01B4
2.71,CW0A00,read,0x077,RAM_0x077,direct,192,0x00,0x000D
2.71,CW0A00,read,0x078,RAM_0x078,direct,192,0x00,0x000F
2.71,CW0A00,read,0x079,RAM_0x079,direct,192,0x24,0x0011
2.71,CW0A00,read,0x07A,RAM_0x07A,direct,192,0x00,0x0013
2.71,CW0A00,read,0x07B,RAM_0x07B,direct,192,0x00,0x0015
2.71,CW0A00,read,0x07F,RAM_0x07F,direct,384,0x00 0x01 0x0C 0x10 0x12 0x21 0x2F 0xC0 0xEE 0xF2,0x0039 0x003A
2.71,CW0A00,read,0x08C,PIE1,indirect,384,0x22,0x001F 0x0025
2.71,CW0A00,read,0x0D0,RAM_0x0D0,direct,1,0x12,0x0F9A
2.71,CW0A00,read,0x0D1,RAM_0x0D1,direct,186,0x12,0x0FAD
2.71,CW0A00,read,0x0D2,RAM_0x0D2,direct,186,0x00,0x0FA8
2.71,CW0A00,read,0x0D3,RAM_0x0D3,direct,185,0x00,0x07DC
2.71,CW0A00,read,0x0D4,RAM_0x0D4,direct,25,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01E5 0x01EC 0x01F9
2.71,CW0A00,write,0x003,STATUS,direct,4158,0x00 0x04 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3F,0x0006 0x0017 0x0018 0x0038 0x01B3 0x01E3 0x01E8 0x01EB 0x01EF 0x01F1 0x01F2 0x01F7 0x01F8 0x01FC 0x0785 0x0787 0x07DB 0x07EB 0x0F99 0x0F9B 0x0F9D 0x0F9F 0x0FA1 0x0FA5 0x0FA7 0x0FAE 0x0FB4 0x0FB5 0x0FB7 0x1096 0x109A
2.71,CW0A00,write,0x004,FSR,direct,576,0x8C 0xA8,0x001E 0x0024 0x002A
2.71,CW0A00,write,0x007,PORTC,direct,4450,0x04 0x20 0x24,0x01A9 0x01AF 0x01B0 0x01E9 0x01F0
2.71,CW0A00,write,0x008,PORTD,direct,1690,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x01A5 0x01B2 0x01E1 0x01F3 0x01F4 0x01F6
2.71,CW0A00,write,0x00A,PCLATH,direct,1897,0x00 0x03 0x0B 0x13,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x07EC 0x07ED 0x08C6 0x08C8 0x1092 0x1094 0x1098 0x1099
2.71,CW0A00,write,0x00B,INTCON,direct,560,0x14 0x94 0xD4,0x01A0 0x01A1 0x01B7 0x01DC 0x01DD 0x01FD
2.71,CW0A00,write,0x00C,PIR1,direct,192,0x59,0x019A
2.71,CW0A00,write,0x020,RAM_0x020,direct,192,0x03 0x0B,0x0009
2.71,CW0A00,write,0x021,RAM_0x021,direct,192,0x81 0x91 0xB1 0xB3 0xC1 0xC3 0xD3 0xF1 0xF3,0x0007
2.71,CW0A00,write,0x022,RAM_0x022,direct,192,0xA8,0x000C
2.71,CW0A00,write,0x023,RAM_0x023,direct,192,0x00,0x000E
2.71,CW0A00,write,0x024,RAM_0x024,direct,192,0x00,0x0010
2.71,CW0A00,write,0x025,RAM_0x025,direct,192,0x24,0x0012
2.71,CW0A00,write,0x026,RAM_0x026,direct,192,0x00,0x0014
2.71,CW0A00,write,0x027,RAM_0x027,direct,192,0x00,0x0016
2.71,CW0A00,write,0x02D,RAM_0x02D,direct,1,0x07,0x1091
2.71,CW0A00,write,0x031,RAM_0x031,direct,192,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0x92 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE 0xFF,0x018B
2.71,CW0A00,write,0x032,RAM_0x032,direct,1,0x04,0x018E
2.71,CW0A00,write,0x038,RAM_0x038,direct,192,0x00,0x0195
2.71,CW0A00,write,0x048,RAM_0x048,direct,372,0x00,0x0788 0x07BF
2.71,CW0A00,write,0x049,RAM_0x049,direct,186,0x00,0x078A
2.71,CW0A00,write,0x04F,RAM_0x04F,direct,186,0x00,0x079B
2.71,CW0A00,write,0x056,RAM_0x056,direct,1,0xA0,0x026A
2.71,CW0A00,write,0x073,RAM_0x073,direct,186,0x00,0x0789
2.71,CW0A00,write,0x074,RAM_0x074,direct,3331,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x019F 0x01A6 0x01B4
2.71,CW0A00,write,0x077,RAM_0x077,direct,192,0x00,0x002C
2.71,CW0A00,write,0x078,RAM_0x078,direct,192,0x00,0x002E
2.71,CW0A00,write,0x079,RAM_0x079,direct,192,0x24,0x0030
2.71,CW0A00,write,0x07A,RAM_0x07A,direct,192,0x00,0x0032
2.71,CW0A00,write,0x07B,RAM_0x07B,direct,192,0x00,0x0034
